gene,profile,n_models,pearson_r,p_value,fdr,rank_positive
LCP2,C-604 2 uM endpoint vs dependency strength,689,0.037112277345945896,0.33069277988629026,0.8947378818372109,2907
SCIMP,C-604 2 uM endpoint vs dependency strength,689,0.03711022263463079,0.3307195722190429,0.8947378818372109,2908
ASL,C-604 2 uM endpoint vs dependency strength,689,0.0371089600053428,0.3307360369224529,0.8947378818372109,2909
PPM1A,C-604 2 uM endpoint vs dependency strength,689,0.03710453942481804,0.3307936855233537,0.8947378818372109,2910
IL18RAP,C-604 2 uM endpoint vs dependency strength,689,0.03709928580886303,0.33086220613869916,0.8947378818372109,2911
SLC9A1,C-604 2 uM endpoint vs dependency strength,689,0.03708882396233643,0.3309986827143544,0.8947378818372109,2912
STRN4,C-604 2 uM endpoint vs dependency strength,689,0.03708451236135086,0.33105493885733583,0.8947378818372109,2913
PTPN22,C-604 2 uM endpoint vs dependency strength,689,0.03707018352807383,0.3312419403951861,0.8947378818372109,2914
IFT88,C-604 2 uM endpoint vs dependency strength,689,0.037060192012235454,0.33137237716090195,0.8947378818372109,2915
KCNK18,C-604 2 uM endpoint vs dependency strength,689,0.0370571071468402,0.3314126560093725,0.8947378818372109,2916
C1QL2,C-604 2 uM endpoint vs dependency strength,689,0.03705692945484108,0.331414976216247,0.8947378818372109,2917
GCKR,C-604 2 uM endpoint vs dependency strength,689,0.03705415606227463,0.33145119104797965,0.8947378818372109,2918
REN,C-604 2 uM endpoint vs dependency strength,689,0.037049673953815955,0.33150972360949554,0.8947378818372109,2919
IKZF1,C-604 2 uM endpoint vs dependency strength,689,0.03704631561805018,0.33155358501576254,0.8947378818372109,2920
GPR34,C-604 2 uM endpoint vs dependency strength,689,0.03704008533396308,0.33163496529891384,0.8947378818372109,2921
LITAF,C-604 2 uM endpoint vs dependency strength,689,0.037039880847895876,0.33163763652453687,0.8947378818372109,2922
CDK3,C-604 2 uM endpoint vs dependency strength,689,0.03703806186948677,0.33166139866491356,0.8947378818372109,2923
NDUFB10,C-604 2 uM endpoint vs dependency strength,689,0.03702606176185073,0.3318181890355411,0.8947378818372109,2924
KRT78,C-604 2 uM endpoint vs dependency strength,689,0.03702387403439368,0.33184677847986765,0.8947378818372109,2925
NUSAP1,C-604 2 uM endpoint vs dependency strength,689,0.03701642200212354,0.33194417431420703,0.8947378818372109,2926
SPATA2L,C-604 2 uM endpoint vs dependency strength,689,0.037015892291374856,0.3319510981769699,0.8947378818372109,2927
FAM210A,C-604 2 uM endpoint vs dependency strength,689,0.036981808599423974,0.33239680275439837,0.8947378818372109,2928
PRR35,C-604 2 uM endpoint vs dependency strength,689,0.03696904195550171,0.3325638484610419,0.8947378818372109,2929
TRIM39,C-604 2 uM endpoint vs dependency strength,689,0.03696423460289466,0.33262676449338735,0.8947378818372109,2930
CELSR1,C-604 2 uM endpoint vs dependency strength,689,0.036957983598225795,0.3327085857334196,0.8947378818372109,2931
NSMCE4A,C-604 2 uM endpoint vs dependency strength,689,0.03694466736867637,0.33288292901515104,0.8947378818372109,2932
UROC1,C-604 2 uM endpoint vs dependency strength,689,0.03693139231073272,0.3330567918263911,0.8947378818372109,2933
ELP5,C-604 2 uM endpoint vs dependency strength,689,0.036931028620635284,0.33306155588154246,0.8947378818372109,2934
TRDMT1,C-604 2 uM endpoint vs dependency strength,689,0.036923370568819856,0.33316188054899226,0.8947378818372109,2935
ZNF493,C-604 2 uM endpoint vs dependency strength,689,0.036921758612987264,0.3331830005313314,0.8947378818372109,2936
PIANP,C-604 2 uM endpoint vs dependency strength,689,0.036918879380008984,0.3332207266320254,0.8947378818372109,2937
UACA,C-604 2 uM endpoint vs dependency strength,689,0.036918579707278264,0.33322465335097323,0.8947378818372109,2938
RFESD,C-604 2 uM endpoint vs dependency strength,689,0.036900635740996536,0.33345983387102845,0.8947909203434716,2939
RGS13,C-604 2 uM endpoint vs dependency strength,689,0.036896176591289,0.3335182937754401,0.8947909203434716,2940
POLR1A,C-604 2 uM endpoint vs dependency strength,689,0.03688572364333073,0.33365535884282127,0.8947909203434716,2941
NLRX1,C-604 2 uM endpoint vs dependency strength,689,0.03687530891839348,0.33379195876395057,0.8947909203434716,2942
CXorf38,C-604 2 uM endpoint vs dependency strength,689,0.03686277558507476,0.33395639414715944,0.8947909203434716,2943
UBE2D2,C-604 2 uM endpoint vs dependency strength,689,0.03685562889615817,0.3340501809267595,0.8948051320013852,2944
MBP,C-604 2 uM endpoint vs dependency strength,689,0.03684699899002531,0.33416345471450193,0.8948338086200827,2945
BEX1,C-604 2 uM endpoint vs dependency strength,689,0.03683379400350142,0.3343368275874281,0.8948338086200827,2946
ANGPT2,C-604 2 uM endpoint vs dependency strength,689,0.03682178375749339,0.33449456453293014,0.8948338086200827,2947
ARPC3,C-604 2 uM endpoint vs dependency strength,689,0.036816654431275485,0.3345619452844981,0.8948338086200827,2948
OAZ1,C-604 2 uM endpoint vs dependency strength,689,0.03681035515536287,0.33464470687583864,0.8948493968668284,2949
MAZ,C-604 2 uM endpoint vs dependency strength,689,0.036798971335007896,0.3347943039793807,0.8948493968668284,2950
PLAAT3,C-604 2 uM endpoint vs dependency strength,689,0.03679892902398072,0.3347948600774063,0.8948493968668284,2951
SAMD14,C-604 2 uM endpoint vs dependency strength,689,0.03674319914904764,0.33552783890034105,0.8963907559441565,2952
NAT2,C-604 2 uM endpoint vs dependency strength,689,0.036739081134592885,0.33558204134548164,0.8963963703383033,2953
IFNA5,C-604 2 uM endpoint vs dependency strength,689,0.0367254612881587,0.33576134959915915,0.8966756080744457,2954
TEKT1,C-604 2 uM endpoint vs dependency strength,689,0.03670599580721387,0.33601772371904093,0.8967509646587315,2955
CLN6,C-604 2 uM endpoint vs dependency strength,689,0.036671710623986505,0.33646958939728405,0.8967509646587315,2956
RGS19,C-604 2 uM endpoint vs dependency strength,689,0.036671577751753275,0.3364713413611934,0.8967509646587315,2957
MACROH2A2,C-604 2 uM endpoint vs dependency strength,689,0.03666331995627256,0.3365802345890475,0.8967509646587315,2958
MRPS25,C-604 2 uM endpoint vs dependency strength,689,0.036659167945272186,0.3366349945354696,0.8967509646587315,2959
NCR3,C-604 2 uM endpoint vs dependency strength,689,0.03665896362907965,0.3366376893637304,0.8967509646587315,2960
IL11RA,C-604 2 uM endpoint vs dependency strength,689,0.036657557576353444,0.33665623487053165,0.8967509646587315,2961
CCDC33,C-604 2 uM endpoint vs dependency strength,689,0.03665685730868047,0.33666547148204606,0.8967509646587315,2962
NIF3L1,C-604 2 uM endpoint vs dependency strength,689,0.03663718589988548,0.33692500608889697,0.8967509646587315,2963
ZNF8,C-604 2 uM endpoint vs dependency strength,689,0.03663188282855478,0.33699499408826555,0.8967509646587315,2964
IQSEC3,C-604 2 uM endpoint vs dependency strength,689,0.03659788869710596,0.33744385772985414,0.8974191984298675,2965
SNX31,C-604 2 uM endpoint vs dependency strength,689,0.03655409775867876,0.33802264465927356,0.8977089829447864,2966
SNUPN,C-604 2 uM endpoint vs dependency strength,689,0.03653230030100182,0.33831097972385993,0.8977089829447864,2967
OASL,C-604 2 uM endpoint vs dependency strength,689,0.036530689093778365,0.3383322988995729,0.8977089829447864,2968
AQP8,C-604 2 uM endpoint vs dependency strength,689,0.0365273252468069,0.3383768114325655,0.8977089829447864,2969
CNPY4,C-604 2 uM endpoint vs dependency strength,689,0.03652479118711131,0.3384103461775028,0.8977089829447864,2970
SSX5,C-604 2 uM endpoint vs dependency strength,689,0.03652309381160083,0.3384328097651197,0.8977089829447864,2971
DMD,C-604 2 uM endpoint vs dependency strength,689,0.03652001234504891,0.3384735932788625,0.8977089829447864,2972
TGM3,C-604 2 uM endpoint vs dependency strength,689,0.03649215230737741,0.33884246652441113,0.8978327298663074,2973
CEP72,C-604 2 uM endpoint vs dependency strength,689,0.03648942624970298,0.3388785739704931,0.8978327298663074,2974
KLHL33,C-604 2 uM endpoint vs dependency strength,689,0.036480363083636176,0.3389986360163755,0.8978327298663074,2975
TAT,C-604 2 uM endpoint vs dependency strength,689,0.03647748974015823,0.33903670560697996,0.8978327298663074,2976
GDAP1,C-604 2 uM endpoint vs dependency strength,689,0.03645599103415784,0.33932163377200175,0.8980543520173104,2977
SCNN1A,C-604 2 uM endpoint vs dependency strength,689,0.036448019270406834,0.3394273246527411,0.8980543520173104,2978
ADI1,C-604 2 uM endpoint vs dependency strength,689,0.036445621363527615,0.339459120595545,0.8980543520173104,2979
TUFM,C-604 2 uM endpoint vs dependency strength,689,0.03642933837159027,0.33967508143040526,0.8980543520173104,2980
EPB41L3,C-604 2 uM endpoint vs dependency strength,689,0.036414066099696364,0.3398777169873877,0.8980543520173104,2981
GPR137,C-604 2 uM endpoint vs dependency strength,689,0.036411728165486545,0.3399087439893476,0.8980543520173104,2982
DOHH,C-604 2 uM endpoint vs dependency strength,689,0.036392963709046516,0.3401578349380397,0.8985107552838003,2983
KIT,C-604 2 uM endpoint vs dependency strength,689,0.03637954309702635,0.34033605998787814,0.8987660933934982,2984
APBB3,C-604 2 uM endpoint vs dependency strength,689,0.036375701371281245,0.34038708890160035,0.8987660933934982,2985
FMO4,C-604 2 uM endpoint vs dependency strength,689,0.03635988405853108,0.34059723879253406,0.8989077350937019,2986
HCCS,C-604 2 uM endpoint vs dependency strength,689,0.03635986642472965,0.34059747312268773,0.8989077350937019,2987
AADACL3,C-604 2 uM endpoint vs dependency strength,689,0.03633232766166438,0.34096355300620707,0.8992699437959485,2988
PPP1R35,C-604 2 uM endpoint vs dependency strength,689,0.03632198646363297,0.3411010861275897,0.8992699437959485,2989
MRPL40,C-604 2 uM endpoint vs dependency strength,689,0.03630831942475306,0.34128290575076553,0.8992699437959485,2990
CNEP1R1,C-604 2 uM endpoint vs dependency strength,689,0.03629230840484028,0.34149598728377706,0.8992699437959485,2991
PCGF1,C-604 2 uM endpoint vs dependency strength,689,0.0362778909529725,0.3416879336110411,0.8992699437959485,2992
KCNJ4,C-604 2 uM endpoint vs dependency strength,689,0.036272941359541656,0.3417538457607142,0.8992699437959485,2993
NDUFAF7,C-604 2 uM endpoint vs dependency strength,689,0.036266484609602724,0.3418398404317147,0.8992699437959485,2994
IGSF22,C-604 2 uM endpoint vs dependency strength,689,0.036257586558904285,0.3419583723702251,0.8992699437959485,2995
WSB2,C-604 2 uM endpoint vs dependency strength,689,0.03623731867433981,0.34222846107628,0.8992699437959485,2996
FBN1,C-604 2 uM endpoint vs dependency strength,689,0.03622522428728417,0.34238969504436784,0.8992699437959485,2997
RBP7,C-604 2 uM endpoint vs dependency strength,689,0.03621147671554082,0.34257302697034775,0.8992699437959485,2998
SPAG16,C-604 2 uM endpoint vs dependency strength,689,0.03620362737282545,0.3426777306351381,0.8992699437959485,2999
DKK3,C-604 2 uM endpoint vs dependency strength,689,0.03620289888224847,0.34268744912499577,0.8992699437959485,3000
RRAGB,C-604 2 uM endpoint vs dependency strength,689,0.036195802261076236,0.3427821313950176,0.8992699437959485,3001
TRIM61,C-604 2 uM endpoint vs dependency strength,689,0.03619566131151209,0.34278401209619436,0.8992699437959485,3002
ERGIC3,C-604 2 uM endpoint vs dependency strength,689,0.03618007441719164,0.3429920298629856,0.8992699437959485,3003
BRSK2,C-604 2 uM endpoint vs dependency strength,689,0.03617220314454799,0.34309710796270093,0.8992699437959485,3004
CEP44,C-604 2 uM endpoint vs dependency strength,689,0.03616966397098169,0.34313100921423495,0.8992699437959485,3005
SMPD2,C-604 2 uM endpoint vs dependency strength,689,0.03616295340512137,0.34322061422869893,0.8992699437959485,3006
NPHP1,C-604 2 uM endpoint vs dependency strength,689,0.03614731482277469,0.3434294913724873,0.8992699437959485,3007
MAP7D3,C-604 2 uM endpoint vs dependency strength,689,0.036145374624447904,0.3434554113317486,0.8992699437959485,3008
SCFD2,C-604 2 uM endpoint vs dependency strength,689,0.03614502364867542,0.3434601003039948,0.8992699437959485,3009
CD5L,C-604 2 uM endpoint vs dependency strength,689,0.03614166932845918,0.34350491546800194,0.8992699437959485,3010
CREG1,C-604 2 uM endpoint vs dependency strength,689,0.03610770412469009,0.34395891514097576,0.8997739296032367,3011
PPEF2,C-604 2 uM endpoint vs dependency strength,689,0.03607667351063827,0.3443740232646443,0.9001020760537358,3012
TAS2R7,C-604 2 uM endpoint vs dependency strength,689,0.03605871080372056,0.34461446282483627,0.9002607932216617,3013
ARL5B,C-604 2 uM endpoint vs dependency strength,689,0.03605245831680655,0.3446981804678488,0.9002948506890622,3014
ASZ1,C-604 2 uM endpoint vs dependency strength,689,0.03604980942969449,0.3447336516326383,0.9002948506890622,3015
PPP1R14C,C-604 2 uM endpoint vs dependency strength,689,0.03603068038383321,0.34498987705929657,0.9006905667382696,3016
PPM1M,C-604 2 uM endpoint vs dependency strength,689,0.036016045171626085,0.34518599130340033,0.900929153576305,3017
B3GALT5,C-604 2 uM endpoint vs dependency strength,689,0.03600378054938847,0.3453503938683116,0.9010848538829697,3018
NAT10,C-604 2 uM endpoint vs dependency strength,689,0.03597489621874154,0.3457377740065746,0.9015500782666453,3019
ANXA7,C-604 2 uM endpoint vs dependency strength,689,0.03590108364713602,0.3467289606806225,0.9020820568473904,3020
CNRIP1,C-604 2 uM endpoint vs dependency strength,689,0.03589829227761105,0.3467664797679626,0.9020820568473904,3021
PCDHB4,C-604 2 uM endpoint vs dependency strength,689,0.03589787509449424,0.346772087391015,0.9020820568473904,3022
UNCX,C-604 2 uM endpoint vs dependency strength,689,0.03588799270238385,0.34690493973860187,0.9020820568473904,3023
TMEM121,C-604 2 uM endpoint vs dependency strength,689,0.03588306027480765,0.346971260126502,0.9020820568473904,3024
TFAP2A,C-604 2 uM endpoint vs dependency strength,689,0.03588036952977634,0.3470074427146669,0.9020820568473904,3025
RNASEH2C,C-604 2 uM endpoint vs dependency strength,689,0.03584930248281679,0.34742537644006827,0.9025868176152918,3026
SFXN1,C-604 2 uM endpoint vs dependency strength,689,0.0358412345703134,0.3475339633843884,0.9025868176152918,3027
GARIN4,C-604 2 uM endpoint vs dependency strength,689,0.03583262072648378,0.34764992185386556,0.9025868176152918,3028
CYCS,C-604 2 uM endpoint vs dependency strength,689,0.035814595541777995,0.3478926540370883,0.9025868176152918,3029
PSME3,C-604 2 uM endpoint vs dependency strength,689,0.035814014015804134,0.34790048681871166,0.9025868176152918,3030
DSG4,C-604 2 uM endpoint vs dependency strength,689,0.035809456910248685,0.3479618719795901,0.9025868176152918,3031
MEAK7,C-604 2 uM endpoint vs dependency strength,689,0.03580934174309727,0.34796342339412095,0.9025868176152918,3032
NECTIN1,C-604 2 uM endpoint vs dependency strength,689,0.03580413352487053,0.3480335877904848,0.9025869301649382,3033
TMT1A,C-604 2 uM endpoint vs dependency strength,689,0.035791129224924945,0.34820881910216783,0.9025869301649382,3034
PLEK,C-604 2 uM endpoint vs dependency strength,689,0.03578672001140721,0.34826824540264534,0.9025869301649382,3035
DNAI7,C-604 2 uM endpoint vs dependency strength,689,0.03577215827137384,0.3484645506662207,0.9025869301649382,3036
TNFAIP3,C-604 2 uM endpoint vs dependency strength,689,0.03576929586417731,0.34850314672206995,0.9025869301649382,3037
TMPRSS11A,C-604 2 uM endpoint vs dependency strength,689,0.03573712407147396,0.3489371303762411,0.9025869301649382,3038
PTP4A3,C-604 2 uM endpoint vs dependency strength,689,0.035732685726347774,0.34899702861867077,0.9025869301649382,3039
NLN,C-604 2 uM endpoint vs dependency strength,689,0.03572792159047128,0.3490613308617793,0.9025869301649382,3040
EIF1AX,C-604 2 uM endpoint vs dependency strength,689,0.035727887857113505,0.3490617861926411,0.9025869301649382,3041
PPEF1,C-604 2 uM endpoint vs dependency strength,689,0.03572577280482133,0.3490903357946223,0.9025869301649382,3042
ATP2B1,C-604 2 uM endpoint vs dependency strength,689,0.03570812466679039,0.34932861326762144,0.9025869301649382,3043
ACSL1,C-604 2 uM endpoint vs dependency strength,689,0.03570042886230894,0.3494325509225039,0.9025869301649382,3044
ARHGAP22,C-604 2 uM endpoint vs dependency strength,689,0.035699601276748136,0.3494437292573485,0.9025869301649382,3045
LCMT2,C-604 2 uM endpoint vs dependency strength,689,0.035683958311747775,0.3496550639745416,0.9026136491177227,3046
CRYGC,C-604 2 uM endpoint vs dependency strength,689,0.03568068871429704,0.34969924609765324,0.9026136491177227,3047
HES2,C-604 2 uM endpoint vs dependency strength,689,0.03566563613504803,0.3499026974474778,0.9026973004702262,3048
UBN1,C-604 2 uM endpoint vs dependency strength,689,0.035631311736193806,0.3503669078199561,0.9026973004702262,3049
ATF1,C-604 2 uM endpoint vs dependency strength,689,0.03562872895032407,0.3504018537179471,0.9026973004702262,3050
SLC23A3,C-604 2 uM endpoint vs dependency strength,689,0.03562339549342966,0.3504740240324948,0.9026973004702262,3051
STC1,C-604 2 uM endpoint vs dependency strength,689,0.035619035912243316,0.35053302321659874,0.9026973004702262,3052
RPTOR,C-604 2 uM endpoint vs dependency strength,689,0.03559913485064054,0.35080242853569327,0.9027812771719324,3053
MOB4,C-604 2 uM endpoint vs dependency strength,689,0.03559363483413637,0.3508769066383014,0.9027812771719324,3054
HTRA1,C-604 2 uM endpoint vs dependency strength,689,0.035589018309738985,0.35093942871225703,0.9027812771719324,3055
CYLD,C-604 2 uM endpoint vs dependency strength,689,0.03557280134531307,0.3511591126081944,0.9027812771719324,3056
ARL13A,C-604 2 uM endpoint vs dependency strength,689,0.03556602446989258,0.35125094163674453,0.9027812771719324,3057
LEF1,C-604 2 uM endpoint vs dependency strength,689,0.03556541418660963,0.3512592119335012,0.9027812771719324,3058
TVP23A,C-604 2 uM endpoint vs dependency strength,689,0.03556171476770651,0.3513093475036791,0.9027812771719324,3059
POM121C,C-604 2 uM endpoint vs dependency strength,689,0.03554109121834671,0.3515889265792358,0.9027812771719324,3060
ELANE,C-604 2 uM endpoint vs dependency strength,689,0.035535189835042,0.35166895338762894,0.9027812771719324,3061
IGF2,C-604 2 uM endpoint vs dependency strength,689,0.035527695250386314,0.35177060169204555,0.9027812771719324,3062
CCDC159,C-604 2 uM endpoint vs dependency strength,689,0.035500576279777596,0.352138568709654,0.9027812771719324,3063
B4GALT4,C-604 2 uM endpoint vs dependency strength,689,0.03549934549608347,0.3521552745123008,0.9027812771719324,3064
SH3KBP1,C-604 2 uM endpoint vs dependency strength,689,0.03548742478064198,0.35231710392603743,0.9027812771719324,3065
TOMM70,C-604 2 uM endpoint vs dependency strength,689,0.03546865787483725,0.35257196880802955,0.9027812771719324,3066
BLOC1S2,C-604 2 uM endpoint vs dependency strength,689,0.0354621560275475,0.35266029460847986,0.9027812771719324,3067
RBM33,C-604 2 uM endpoint vs dependency strength,689,0.0354520315326609,0.3527978608879813,0.9027812771719324,3068
SYNDIG1,C-604 2 uM endpoint vs dependency strength,689,0.03544020830871145,0.3529585514702341,0.9027812771719324,3069
SOX15,C-604 2 uM endpoint vs dependency strength,689,0.035435578815499545,0.3530214839443375,0.9027812771719324,3070
MACIR,C-604 2 uM endpoint vs dependency strength,689,0.03543430275625127,0.3530388317025724,0.9027812771719324,3071
IGSF3,C-604 2 uM endpoint vs dependency strength,689,0.03543082951540027,0.3530860524095786,0.9027812771719324,3072
PNMA1,C-604 2 uM endpoint vs dependency strength,689,0.035395214726797394,0.3535704859079682,0.9027812771719324,3073
IRF3,C-604 2 uM endpoint vs dependency strength,689,0.035374949171832135,0.3538463256917443,0.9027812771719324,3074
RNF6,C-604 2 uM endpoint vs dependency strength,689,0.03536903170848135,0.35392689542734523,0.9027812771719324,3075
YPEL2,C-604 2 uM endpoint vs dependency strength,689,0.03536751286225652,0.3539475772752681,0.9027812771719324,3076
MEMO1,C-604 2 uM endpoint vs dependency strength,689,0.03536185145187281,0.354024674366184,0.9027812771719324,3077
VANGL2,C-604 2 uM endpoint vs dependency strength,689,0.0353515079925697,0.35416555894277457,0.9027812771719324,3078
LIPE,C-604 2 uM endpoint vs dependency strength,689,0.03534856826135718,0.3542056064237775,0.9027812771719324,3079
GPATCH2,C-604 2 uM endpoint vs dependency strength,689,0.03534673893840809,0.35423052843402525,0.9027812771719324,3080
CXCL2,C-604 2 uM endpoint vs dependency strength,689,0.03534126710145913,0.3543050812873102,0.9027812771719324,3081
WDR3,C-604 2 uM endpoint vs dependency strength,689,0.03533576774114345,0.3543800191053049,0.9027812771719324,3082
IL17C,C-604 2 uM endpoint vs dependency strength,689,0.035334173673365915,0.35440174276456143,0.9027812771719324,3083
NKAIN1,C-604 2 uM endpoint vs dependency strength,689,0.03531986600050928,0.35459676263953344,0.9027812771719324,3084
ZDHHC24,C-604 2 uM endpoint vs dependency strength,689,0.035306882303308536,0.3547737946540733,0.9027812771719324,3085
S100A2,C-604 2 uM endpoint vs dependency strength,689,0.03529981846805957,0.3548701330509653,0.9027812771719324,3086
PLA2G3,C-604 2 uM endpoint vs dependency strength,689,0.035291200795996396,0.3549876853853203,0.9027812771719324,3087
AHCY,C-604 2 uM endpoint vs dependency strength,689,0.03528963150627511,0.3550090944635769,0.9027812771719324,3088
MCPH1,C-604 2 uM endpoint vs dependency strength,689,0.03528553505605884,0.35506498423041494,0.9027812771719324,3089
GUCY1A1,C-604 2 uM endpoint vs dependency strength,689,0.03527545116205701,0.3552025870726512,0.9027812771719324,3090
VEGFC,C-604 2 uM endpoint vs dependency strength,689,0.03526742634554,0.35531211613796454,0.9027812771719324,3091
PTX4,C-604 2 uM endpoint vs dependency strength,689,0.035260011798770134,0.3554133346558096,0.9027812771719324,3092
H2AC1,C-604 2 uM endpoint vs dependency strength,689,0.03524740616598816,0.3555854601277825,0.9027812771719324,3093
NIP7,C-604 2 uM endpoint vs dependency strength,689,0.035234773007958124,0.35575801407990604,0.9027812771719324,3094
PRR27,C-604 2 uM endpoint vs dependency strength,689,0.03522504564991166,0.35589091415425667,0.9027812771719324,3095
ZBTB9,C-604 2 uM endpoint vs dependency strength,689,0.03521540034982482,0.3560227239530114,0.9027812771719324,3096
P4HA3,C-604 2 uM endpoint vs dependency strength,689,0.03520453512100899,0.35617124171601566,0.9027963155466774,3097
AXIN1,C-604 2 uM endpoint vs dependency strength,689,0.0352006683917107,0.3562241057786194,0.9027963155466774,3098
MRPL20,C-604 2 uM endpoint vs dependency strength,689,0.03518937658456673,0.35637851018217037,0.903018007022716,3099
INSL6,C-604 2 uM endpoint vs dependency strength,689,0.035179563990407864,0.35651272197306116,0.9030920761994283,3100
MYO18B,C-604 2 uM endpoint vs dependency strength,689,0.0351705030838772,0.356636680774744,0.9031860435279273,3101
SHANK1,C-604 2 uM endpoint vs dependency strength,689,0.035143575560214836,0.3570052258525588,0.9035263590718586,3102
DNAH6,C-604 2 uM endpoint vs dependency strength,689,0.0351373252518253,0.35709080526928866,0.9035263590718586,3103
CLPS,C-604 2 uM endpoint vs dependency strength,689,0.035136813575825425,0.35709781172385474,0.9035263590718586,3104
KCNC4,C-604 2 uM endpoint vs dependency strength,689,0.03513634076552229,0.3571042860615309,0.9035263590718586,3105
YLPM1,C-604 2 uM endpoint vs dependency strength,689,0.035131910280067014,0.35716495765307443,0.903546992563027,3106
ZNF12,C-604 2 uM endpoint vs dependency strength,689,0.03512129868517099,0.3573103004233947,0.9036650319488893,3107
PPOX,C-604 2 uM endpoint vs dependency strength,689,0.0351208341022895,0.3573166644782501,0.9036650319488893,3108
DET1,C-604 2 uM endpoint vs dependency strength,689,0.035094176869557445,0.35768194592004354,0.9039096607830444,3109
SLC19A2,C-604 2 uM endpoint vs dependency strength,689,0.03507235119904248,0.35798119549827156,0.9039096607830444,3110
MYO3B,C-604 2 uM endpoint vs dependency strength,689,0.03507159152499654,0.3579916141430211,0.9039096607830444,3111
COX5A,C-604 2 uM endpoint vs dependency strength,689,0.03507092670715002,0.35800073202676325,0.9039096607830444,3112
FAM149A,C-604 2 uM endpoint vs dependency strength,689,0.03506828541359535,0.35803695843864586,0.9039096607830444,3113
CATSPERD,C-604 2 uM endpoint vs dependency strength,689,0.03506111125164005,0.35813536659303835,0.9039096607830444,3114
VILL,C-604 2 uM endpoint vs dependency strength,689,0.0350487030222654,0.35830561065430017,0.9039096607830444,3115
RHO,C-604 2 uM endpoint vs dependency strength,689,0.035032582185459765,0.3585268684850915,0.9039096607830444,3116
SERGEF,C-604 2 uM endpoint vs dependency strength,689,0.03500624700901131,0.3588885020996861,0.9039096607830444,3117
LRRC8C,C-604 2 uM endpoint vs dependency strength,689,0.03499937592484683,0.3589828931832732,0.9039096607830444,3118
CABS1,C-604 2 uM endpoint vs dependency strength,689,0.03497065727901313,0.35937758228843647,0.9039096607830444,3119
TMED5,C-604 2 uM endpoint vs dependency strength,689,0.03496979351475014,0.35938945747696877,0.9039096607830444,3120
MAP4K3,C-604 2 uM endpoint vs dependency strength,689,0.03496540878237239,0.3594497433710506,0.9039096607830444,3121
IGFL1,C-604 2 uM endpoint vs dependency strength,689,0.03496231876412718,0.3594922319868149,0.9039096607830444,3122
WFIKKN2,C-604 2 uM endpoint vs dependency strength,689,0.034952552148254844,0.3596265463894924,0.9039096607830444,3123
BCAT1,C-604 2 uM endpoint vs dependency strength,689,0.034949501281924915,0.3596685095684988,0.9039096607830444,3124
GGA2,C-604 2 uM endpoint vs dependency strength,689,0.03489878110636024,0.3603665904186395,0.9039096607830444,3125
BCOR,C-604 2 uM endpoint vs dependency strength,689,0.034896254755683795,0.3604013837051672,0.9039096607830444,3126
TMEFF1,C-604 2 uM endpoint vs dependency strength,689,0.03489555412530437,0.3604110332661509,0.9039096607830444,3127
PIP4P1,C-604 2 uM endpoint vs dependency strength,689,0.03489137378502658,0.3604686111355796,0.9039096607830444,3128
PDE3B,C-604 2 uM endpoint vs dependency strength,689,0.03487292388645257,0.36072279941365076,0.9039096607830444,3129
NQO2,C-604 2 uM endpoint vs dependency strength,689,0.03485754259263887,0.36093479660698624,0.9039096607830444,3130
TAF6L,C-604 2 uM endpoint vs dependency strength,689,0.034843192443763195,0.3611326520460522,0.9039096607830444,3131
AFG2A,C-604 2 uM endpoint vs dependency strength,689,0.034843189015527624,0.3611326993216179,0.9039096607830444,3132
MRPS17,C-604 2 uM endpoint vs dependency strength,689,0.03483847021812733,0.3611977754806003,0.9039096607830444,3133
STAMBPL1,C-604 2 uM endpoint vs dependency strength,689,0.0348376287225511,0.3612093811786446,0.9039096607830444,3134
ESRP2,C-604 2 uM endpoint vs dependency strength,689,0.034837125846093414,0.3612163168372739,0.9039096607830444,3135
PDLIM4,C-604 2 uM endpoint vs dependency strength,689,0.03482048136988841,0.36144592403059417,0.9039096607830444,3136
DOCK4,C-604 2 uM endpoint vs dependency strength,689,0.03481346971387313,0.36154267573880317,0.9039096607830444,3137
KCNK1,C-604 2 uM endpoint vs dependency strength,689,0.03481279709841955,0.3615519578063151,0.9039096607830444,3138
ALCAM,C-604 2 uM endpoint vs dependency strength,689,0.03480264095041948,0.36169213037787484,0.9039096607830444,3139
SCGB2A2,C-604 2 uM endpoint vs dependency strength,689,0.03479291123850991,0.36182644926052476,0.9039096607830444,3140
TPBG,C-604 2 uM endpoint vs dependency strength,689,0.03477675224252204,0.36204959345891047,0.9039096607830444,3141
FGF11,C-604 2 uM endpoint vs dependency strength,689,0.03477331587690343,0.3620970583063592,0.9039096607830444,3142
MRPS18C,C-604 2 uM endpoint vs dependency strength,689,0.034766996333026524,0.36218435724808445,0.9039096607830444,3143
UBE3A,C-604 2 uM endpoint vs dependency strength,689,0.03475526586608689,0.36234643820764506,0.9039096607830444,3144
PCNX1,C-604 2 uM endpoint vs dependency strength,689,0.03472743390855744,0.362731176311657,0.9039096607830444,3145
TRAF3IP3,C-604 2 uM endpoint vs dependency strength,689,0.03471963113310674,0.3628390846189977,0.9039096607830444,3146
KCNJ6,C-604 2 uM endpoint vs dependency strength,689,0.03471419447772676,0.3629142825745763,0.9039096607830444,3147
